taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Assembly Method	Release Date	Biotic Relationships	Cell Shape	Energy Source	Oxygen Requirement	Sequencing Method	Sporulation	Genome Size   * assembled	Gene Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	CDS Count   * assembled	RNA Count   * assembled	16S rRNA Count   * assembled	23S rRNA Count   * assembled	Pseudo Genes Count 	Unchar Count 	w/ Func Pred Count   * assembled	w/o function prediction  * assembled	Paralogs Count
644736374	Bacteria	Finished	Helicobacter pylori B38	Helicobacter pylori B38	Institut Pasteur	644736374	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		12/1/2009	Free living	Spiral-shaped		Aerobe		Nonsporulating	1576758	1427	1	617446	1382	45	2	2	0	0	1043	339	83
2519899544	Bacteria	Finished	Chlamydia psittaci WS/RT/E30	Chlamydia psittaci WS/RT/E30	University of Maryland	2519899544	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci	Newbler v. 2.3						454 GS FLX Titanium		1148342	1093	0	447746	1052	41	1	1	0	0	821	231	17
2597490089	Bacteria	Finished	Salmonella enterica enterica serovar Enteritidis strain:SEJ Genome sequencing	Salmonella enterica enterica sv. Enteritidis SEJ	Los Alamos National Laboratory	2597490089	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Newbler v. 2.6; Velvet v. 1.2.08; Allpaths v. 42298; Phrap v. SPS - 4.24	12/8/2014					Illumina		4738299	4595	7	2471965	4385	210	7	7	0	0	3776	609	500
650716044	Bacteria	Finished	Carbohydrate degrading bacteria from deep sea	Lacinutrix sp. 5H-3-7-4	DOE Joint Genome Institute (JGI)	650716044	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. 5H-3-7-4		12/1/2011	Free living	Rod-shaped	Heterotroph	Aerobe	Illumina	Nonsporulating	3296168	3026	0	1015985	2982	44	2	2	15	0	1969	1013	135
646564579	Bacteria	Finished	DOEM_782007	Thermoanaerobacter italicus Ab9, DSM 9252	DOE Joint Genome Institute (JGI)	646564579	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus		8/1/2010	Free living	Rod-shaped		Anaerobe		Sporulating	2451061	2477	5	836915	2407	70	4	4	137	0	1799	608	281
644736367	Bacteria	Finished	Eubacterium rectale ATCC 33656	Eubacterium rectale ATCC 33656	Washington University in St. Louis	644736367	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	[Eubacterium] rectale		12/1/2009	Free living	Rod-shaped		Anaerobe	454 GS20	Nonsporulating	3449685	3693	4	1430970	3621	72	5	5	0	0	1881	1740	555
650716078	Bacteria	Finished	Pusillimonas sp. T7-7	Pusillimonas sp. T7-7	Tianjin Biochip	650716078	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	Pusillimonas sp. T7-7		12/1/2011			Heterotroph				3924810	3826	0	2233631	3773	53	2	2	0	0	2816	957	401
2597490136	Bacteria	Finished	Burkholderia sequencing - Los Alamos National Laboratory	Burkholderia cenocepacia DDS 22E-1	Los Alamos National Laboratory	2597490136	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	Newbler v. 2.6; Velvet v. 1.2.08; Allpathsv. 44837; Phrap v. SPS - 4.24; HGAP v.2.1.1	12/8/2014					Illumina, PacBio RS		8045250	7170	8	5387655	7068	102	6	6	0	0	5838	1230	1426
650377952	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori SouthAfrica7	Washington University in St. Louis	650377952	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		7/1/2011	Free living	Spiral-shaped		Aerobe		Nonsporulating	1679829	1614	0	645470	1572	42	2	2	0	0	1071	501	138
2503754048	Bacteria	Finished	GEBA-PCC	Leptolyngbya sp. PCC 7376	DOE Joint Genome Institute (JGI)	2503754048	Cyanobacteria	unclassified	Synechococcales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya sp. PCC 7376		10/30/2012	Free living		Chemoheterotroph	Aerobe	454, Illumina		5125950	4654	3	2248619	4601	53	2	2	373	0	3324	1277	1004
637000272	Bacteria	Finished	Staphylococcus aureus RF122	Staphylococcus aureus RF122	University of Minnesota	637000272	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Phred-Phrap	12/1/2006	Free living	Coccus-shaped	Heterotroph	Facultative		Nonsporulating	2742531	2690	0	898967	2579	111	5	5	64	0	1902	677	1409
2597489917	Bacteria	Finished	Dokdonia sp. PRO95	Dokdonia sp. PRO95	Helmholtz Centre for Infection Research	2597489917	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. PRO95	Velvet v. 0.7.51	12/8/2014					Illumina GAIIx		3305093	3038	0	1235548	2978	60	1	0	0	0	2172	806	105
2509601011	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Acetomicrobium mobile DSM 13181	DOE Joint Genome Institute (JGI)	2509601011	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium mobile	Newbler v. 2.3 PreRelease-6/30/2009, Velvet v. 1.0.13, Phrap v. 4.24 SPS	11/23/2011	Free living	Rod-shaped	Chemoorganotroph	Obligate anaerobe	454, 454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	2160700	2109	3	1036446	2053	56	2	2	34	0	1757	296	177
639633027	Bacteria	Finished	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367	DOE Joint Genome Institute (JGI), Fidelity Systems Inc	639633027	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis		3/1/2007	Free living	Rod-shaped		Aerobe		Nonsporulating	2340228	2324	2	1077868	2218	106	5	5	0	0	1729	489	241
2597489923	Bacteria	Finished	KPC and Klebsiella pneumoniae: virulence and resistance converge	Klebsiella pneumoniae 500_1420	J. Craig Venter Institute (JCVI)	2597489923	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Newbler v. 2.3	12/8/2014			Heterotroph		Illumina		5388717	5256	4	3091250	5118	138	1	2	0	0	4414	704	607
2554235420	Bacteria	Finished	Candidatus Saccharimonas aalborgensis Genome sequencing	Candidatus Saccharimonas aalborgensis	Aalborg University	2554235420	Candidatus Saccharibacteria	unclassified	unclassified	unclassified	Candidatus Saccharimonas	Candidatus Saccharimonas aalborgensis		1/1/2014							1013781	1085	0	491824	1034	51	1	1	0	0	644	390	38
637000115	Bacteria	Finished	Frankia alni ACN14a	Frankia alni ACN14a	CEA Genoscope	637000115	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	Phred-Phrap-Consed	12/1/2006	Symbiotic	Filament-shaped	Chemoorganotroph	Aerobe	Sanger	Sporulating	7497934	6795	5	5460602	6723	72	2	2	12	0	3571	3152	4948
2563366581	Bacteria	Finished	Lactobacillus acidophilus La-14 Genome sequencing	Lactobacillus acidophilus La-14	DuPont	2563366581	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	SeqMan NGen v. 4.1.2	4/14/2014					454 GS FLX Titanium		1991830	1949	1	691313	1876	73	4	4	8	0	1554	322	233
2503707008	Bacteria	Finished	GEBA-PCC	Nostoc sp. PCC 7107	DOE Joint Genome Institute (JGI)	2503707008	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7107	Newbler v. 2.3 PreRelease, Velvet v.1.0.13, Parallel Phrap v. 4.24 SPS	10/30/2012	Free living		Photoheterotroph	Aerobe	454, Illumina		6329823	5538	13	2554576	5446	92	4	4	207	0	3849	1597	1054
648028056	Bacteria	Finished	Streptococcus pneumoniae AP200	Streptococcus pneumoniae AP200	ANRT, University of Siena	648028056	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae		1/1/2011		Coccus-shaped		Facultative		Nonsporulating	2130580	2284	0	841851	2216	68	4	4	2	0	1631	585	268
2511231061	Bacteria	Finished	Rickettsia slovaca 13-B	Rickettsia slovaca 13-B	Centre National de la Recherche Scientifique (CNRS)	2511231061	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia slovaca		2/28/2012	Symbiotic	Rod-shaped		Aerobe		Nonsporulating	1275089	1150	0	414420	1112	38	1	1	172	0	826	286	70
2558860182	Bacteria	Finished	Streptococcus pneumoniae SPN strains, WTSI	Streptococcus pneumoniae SPN994038	Wellcome Trust Sanger Institute	2558860182	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae		3/7/2014	Free living	Coccus-shaped	Heterotroph	Facultative		Nonsporulating	2027108	2103	0	807317	2011	92	4	4	0	0	1665	346	197
644736343	Bacteria	Finished	Chlamydia trachomatis B/TZ1A828/OT	Chlamydia trachomatis sv. B B/TZ1A828/OT	Wellcome Trust Sanger Institute	644736343	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis		12/1/2009	Symbiotic	Rod-shaped					1151263	1045	1	459876	1002	43	2	2	0	0	723	279	33
2597490209	Bacteria	Finished	Corynebacterium ureicelerivorans IMMIB RIV-2301 Genome sequencing	Corynebacterium ureicelerivorans IMMIB RIV-2301	Bielefeld University	2597490209	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ureicelerivorans	Newbler v. 2.8	12/8/2014	Free living	Rod-shaped	Chemoorganotroph	Anaerobe	Illumina	Nonsporulating	2328278	2357	1	1513478	2289	68	3	4	0	0	1694	595	338
2508501051	Bacteria	Finished	Genome sequencing of representative photosynthetic purple sulfur bacteria	Thiocystis violascens 611, DSM 198	DOE Joint Genome Institute (JGI)	2508501051	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens	Newbler v. 2.3	10/21/2011				Anaerobe	454, Illumina		5017071	4627	4	3141036	4563	64	3	3	202	0	3417	1146	862
640753004	Bacteria	Finished	Arcobacter sequencing - USDA, ARS	Arcobacter butzleri RM4018	Agencourt Bioscience	640753004	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	Paracel Genome Assembler	12/1/2007	Free living	Spiral-shaped		Aerobe	Sanger	Nonsporulating	2341251	2332	0	633195	2263	69	5	5	4	0	1508	755	965
2588253756	Bacteria	Finished	Complete genome sequence of the Streptococcus agalactiae ST17 strain COH1, isolated from an infected newborn with sepsis.	Streptococcus agalactiae COH1	Institut Pasteur	2588253756	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae		9/12/2014		Coccus-shaped		Facultative		Nonsporulating	2065074	2103	1	731054	2003	100	7	7	0	0	1712	291	148
643692018	Bacteria	Finished	Corynebacterium aurimucosum CN-1, ATCC 700975	Corynebacterium aurimucosum CN-1, ATCC 700975	Bielefeld University	643692018	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	GS De Novo Assembler	8/1/2009	Free living	Rod-shaped	Chemoorganotroph	Facultative	Sanger, 454 GS FLX	Nonsporulating	2819226	2617	2	1707290	2551	66	4	4	0	0	1770	781	248
2529292871	Bacteria	Finished	Genome sequences of six Escherichia coli isolates from the stepwise model of emergence of Escherichia coli - FDA	Escherichia coli O55:H7 USDA 5905	U.S. Food and Drug Administration	2529292871	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Newbler v. 2.3	8/14/2013	Free living	Rod-shaped	Heterotroph	Facultative	454 GS FLX Titanium	Nonsporulating	5105283	4980	2	2577752	4865	115	8	8	0	0	4174	691	855
2541047982	Bacteria	Finished	Klebsiella pneumoniae DMC1097	Klebsiella pneumoniae DMC1097	J. Craig Venter Institute (JCVI)	2541047982	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Newbler v. 2.3	10/8/2013			Heterotroph		Illumina		5556076	5669	0	3171282	5575	94	1	1	0	0	4563	1012	752
650377975	Bacteria	Finished	Streptococcus dysgalactiae equisimilis D166B, ATCC 12394	Streptococcus dysgalactiae equisimilis D166B, ATCC 12394	454 Life Sciences	650377975	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae		7/1/2011	Free living	Coccus-shaped		Facultative	Sanger	Nonsporulating	2159491	2128	2	852952	2056	72	5	5	0	0	1619	437	185
643348509	Bacteria	Finished	CSP_777385	Pseudarthrobacter chlorophenolicus A6	DOE Joint Genome Institute (JGI)	643348509	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus		4/1/2009	Free living	Rod-shaped		Aerobe		Nonsporulating	4980870	4744	1	3285305	4641	103	5	5	51	0	3167	1474	605
2597490179	Bacteria	Finished	Cellulophaga lytica HI1 Genome sequencing	Cellulophaga lytica HI1	University of Hawaii	2597490179	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	HGAP v. 2.2	12/8/2014					PacBio RS		3824196	3378	4	1228101	3314	64	4	4	0	0	2444	870	196
2540341159	Bacteria	Finished	Enterococcus -  Broad Institute	Enterococcus casseliflavus EC20	Broad Institute	2540341159	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus		9/19/2013	Free living	Coccus-shaped	Chemoorganotroph	Facultative	454	Nonsporulating	3427276	3189	0	1468534	3114	75	5	5	0	0	2571	543	319
2574179868	Bacteria	Finished	Helicobacter pylori sequencing project - Okinawa Institute of Advanced Sciences	Helicobacter pylori Oki154	Okinawa Institute of Science and Technology	2574179868	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		6/12/2014							1599700	1482	1	620605	1439	43	2	2	102	0	1179	260	83
2540341146	Bacteria	Finished	Mycobacterium tuberculosis 7199-99	Mycobacterium tuberculosis 7199-99	Bielefeld University	2540341146	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis		9/19/2013							4421197	4042	2	2901390	3994	48	1	1	0	0	3352	642	722
650377902	Bacteria	Finished	Acinetobacter baumannii TCDC-AB0715	Acinetobacter baumannii TCDC-AB0715	Taiwan Centers for Disease Control	650377902	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii		7/1/2011	Free living	Rod-shaped	Chemoheterotroph, Heterotroph	Anaerobe	454, Illumina	Nonsporulating	4210417	4003	0	1637055	3949	54	4	4	0	0	2701	1248	645
642555113	Bacteria	Finished	4 Burkholderia	Paraburkholderia phytofirmans PsJN	DOE Joint Genome Institute (JGI)	642555113	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phytofirmans		12/1/2008	Free living	Rod-shaped		Facultative	Sanger	Nonsporulating	8214658	7487	0	5116650	7405	82	6	6	164	0	5573	1832	1683
2521172611	Bacteria	Finished	Facultative Metal-reducing Gamma proteobacteria	Shewanella loihica PV-4	DOE Joint Genome Institute (JGI)	2521172611	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica		4/18/2013	Free living	Rod-shaped	Heterotroph	Anaerobe		Nonsporulating	4602594	4043	0	2470074	3904	139	8	8	0	0	3151	753	218
643348542	Bacteria	Finished	Dictyoglomus thermophilum H-6-12, ATCC 35947	Dictyoglomus thermophilum H-6-12, ATCC 35947	J. Craig Venter Institute (JCVI)	643348542	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus thermophilum		4/1/2009	Free living	Rod-shaped	Chemoorganotroph	Anaerobe		Nonsporulating	1959987	1964	3	661319	1912	52	2	2	0	0	1532	380	184
2511231072	Bacteria	Finished	Candidatus Serratia symbiotica Cinara cedri	Serratia symbiotica Cinara cedri	University of Valencia	2511231072	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia symbiotica		2/28/2012							1762765	713	0	515190	672	41	1	1	59	0	658	14	4
2588253744	Bacteria	Finished	Bifidobacterium breve JCM 7019	Bifidobacterium breve JCM 7019	University College Cork	2588253744	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	Newbler; Abyss; v. Nov. 2012	9/12/2014	Free living	Rod-shaped	Organoheterotroph	Anaerobe	454 GS FLX Titanium, Illumina HiSeq 2000	Nonsporulating	2359009	1976	4	1383338	1915	61	2	2	0	0	1643	272	172
643348502	Bacteria	Finished	Acinetobacter baumannii AB0057	Acinetobacter baumannii AB0057	Case Western Reserve University	643348502	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii		4/1/2009	Free living	Rod-shaped	Chemoheterotroph, Heterotroph	Aerobe	454, Sanger	Nonsporulating	4059242	3892	2	1591016	3801	91	6	6	0	0	2687	1114	495
640069322	Bacteria	Finished	Prochlorococcus marinus sequencing - JCVI	Prochlorococcus marinus MIT9301	J. Craig Venter Institute (JCVI)	640069322	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	Celera Assembler	6/1/2007	Free living	Oval-shaped	Photosynthetic		Sanger		1641879	1967	1	514563	1921	46	1	1	14	0	1268	653	532
643692007	Bacteria	Finished	Bacillus cereus sequencing, JCVI	Bacillus cereus 03BB102	J. Craig Venter Institute (JCVI)	643692007	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus		8/1/2009	Free living	Rod-shaped		Facultative	Sanger	Sporulating	5449308	5767	0	1925384	5621	146	14	14	0	0	3719	1902	909
2571042506	Bacteria	Finished	Campylobacter jejuni jejuni 81-176-UMCW7	Campylobacter jejuni jejuni 81-176-UMCW7	University of Michigan	2571042506	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	MIRA v. 4	5/26/2014					Ion Torrent PGM		1647804	1724	0	502081	1675	49	2	2	45	0	1393	282	92
2561511240	Bacteria	Finished	Salinibacter ruber M8	Salinibacter ruber M8	CEA Genoscope	2561511240	Bacteroidetes	unclassified	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber		3/23/2014	Free living	Rod-shaped	Heterotroph	Aerobe	Sanger		3832918	3302	0	2523989	3257	45	0	0	0	0	2364	893	352
650716005	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Aerococcus urinae ACS-120-V-Col10a	J. Craig Venter Institute (JCVI)	650716005	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae	Celera Assembler v. 6.1	12/1/2011	Free living	Coccus-shaped		Anaerobe	454 GS FLX Titanium	Nonsporulating	2080974	1804	0	871572	1726	78	4	4	0	0	1409	317	148
644736337	Bacteria	Finished	Candidatus Sulcia muelleri SMDSEM	Candidatus Sulcia muelleri SMDSEM	University of Arizona	644736337	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified	Candidatus Sulcia	Candidatus Sulcia muelleri	GS De Novo Assembler v. 1.1.03.24	12/1/2009	Symbiotic				454 GS FLX		276984	276	0	62585	244	32	1	1	2	0	232	12	58
637000131	Bacteria	Finished	Helicobacter hepaticus 3B1, ATCC 51449	Helicobacter hepaticus 3B1, ATCC 51449	MWG-Biotech	637000131	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter hepaticus	Vectorette PCRs, combinatorial PCRs	12/1/2006	Free living	Spiral-shaped		Aerobe		Nonsporulating	1799146	1919	0	646456	1875	44	1	1	0	0	1026	849	667
2576861427	Bacteria	Finished	Ehrlichia chaffeensis Wakulla	Ehrlichia chaffeensis Wakulla	University of Maryland School of Medicine	2576861427	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis									1174357	1020	0	353501	980	40	1	1	5	0	743	237	96
2558860265	Bacteria	Finished	Bibersteinia trehalosi USDA-ARS-USMARC-188	Bibersteinia trehalosi USDA-ARS-USMARC-188	U.S. Department of Agriculture, Agricultural Research Service 	2558860265	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi	Celera Assembler v. 7.0	3/7/2014					PacBio RS		2340975	2221	3	959038	2146	75	6	6	0	0	1850	296	128
2511231122	Bacteria	Finished	Flavobacterium columnare ATCC 49512	Flavobacterium columnare ATCC 49512	University of Oklahoma	2511231122	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium columnare		2/28/2012	Free living	Rod-shaped		Aerobe		Nonsporulating	3162865	2735	3	994494	2646	89	5	5	0	0	1949	697	236
646311913	Bacteria	Finished	Citrobacter rodentium ICC168	Citrobacter rodentium ICC168	Wellcome Trust Sanger Institute	646311913	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	Artemis, Phrap, GAP 4	4/1/2010	Free living	Rod-shaped	Heterotroph	Facultative	Sanger		5444283	5078	1	2969878	4913	165	7	7	0	0	3902	1011	617
2558860262	Bacteria	Finished	Sphingomonas sanxanigenens DSM 19645, NX02	Sphingomonas sanxanigenens DSM 19645, NX02	Nankai University	2558860262	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens		3/7/2014		Rod-shaped	Chemoheterotroph	Aerobe		Nonsporulating	6205897	5922	1	4144350	5855	67	3	3	2	0	4365	1490	1113
